0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,label
-0.0840435,0.00046786666,-0.03302566,-0.17863041,-0.11941585,-0.037435725,-0.22156066,-0.23664893,-0.042173233,-0.23062053,-0.3220127,-0.037140165,-0.16490585,-0.23840813,0.0087639885,-0.1937792,-0.3219719,-0.03501918,-0.17478418,-0.22839132,-0.046594735,-0.15792298,-0.19265628,-0.04627057,-0.1107139,-0.26143348,0.0068599572,-0.14020243,-0.32917398,-0.03454186,-0.1238963,-0.19954658,-0.028573867,-0.11146301,-0.19654906,-0.010424668,-0.05147165,-0.26623994,-0.007027011,-0.07919991,-0.34138557,-0.05499704,-0.07271987,-0.21272281,-0.031891063,-0.05905366,-0.19642615,-0.00266222,0.011015952,-0.26071623,-0.024627026,-0.015384555,-0.28547797,-0.054879718,-0.017042875,-0.19464996,-0.040767573,-0.0034253597,-0.17701069,-0.021289367,a
-0.0854072,0.002698511,-0.034035135,-0.17915976,-0.1141831,-0.039829444,-0.22174257,-0.23390198,-0.04573793,-0.23438251,-0.31922102,-0.041911032,-0.16929841,-0.23661739,0.0073197237,-0.1962786,-0.3211915,-0.039819196,-0.17765641,-0.22580984,-0.05399952,-0.16242278,-0.18788344,-0.055051148,-0.11430177,-0.25861603,0.00512537,-0.14442983,-0.3279003,-0.03914344,-0.12848195,-0.19610208,-0.035276078,-0.11777258,-0.1907081,-0.018413225,-0.05523199,-0.26223904,-0.009179369,-0.08227873,-0.3381131,-0.059472315,-0.07529384,-0.20918626,-0.036711726,-0.063470185,-0.19249159,-0.007423813,0.0075438023,-0.25705272,-0.027252365,-0.0161255,-0.2791849,-0.058150712,-0.016433716,-0.18850908,-0.04374171,-0.005123198,-0.17252848,-0.024038134,a
-0.0854072,0.002698511,-0.034035135,-0.17915976,-0.1141831,-0.039829444,-0.22174257,-0.23390198,-0.04573793,-0.23438251,-0.31922102,-0.041911032,-0.16929841,-0.23661739,0.0073197237,-0.1962786,-0.3211915,-0.039819196,-0.17765641,-0.22580984,-0.05399952,-0.16242278,-0.18788344,-0.055051148,-0.11430177,-0.25861603,0.00512537,-0.14442983,-0.3279003,-0.03914344,-0.12848195,-0.19610208,-0.035276078,-0.11777258,-0.1907081,-0.018413225,-0.05523199,-0.26223904,-0.009179369,-0.08227873,-0.3381131,-0.059472315,-0.07529384,-0.20918626,-0.036711726,-0.063470185,-0.19249159,-0.007423813,0.0075438023,-0.25705272,-0.027252365,-0.0161255,-0.2791849,-0.058150712,-0.016433716,-0.18850908,-0.04374171,-0.005123198,-0.17252848,-0.024038134,a
-0.079461455,0.00061386824,-0.032602187,-0.17276573,-0.12164152,-0.03761103,-0.21463037,-0.24394134,-0.043128334,-0.22480309,-0.32988,-0.03862209,-0.16290975,-0.24316084,0.007685788,-0.19073346,-0.32766503,-0.038766485,-0.17283651,-0.233291,-0.05082979,-0.15459722,-0.19484526,-0.04973064,-0.107284516,-0.26299003,0.0058209663,-0.13841587,-0.33234873,-0.035070345,-0.1221793,-0.19958383,-0.025954926,-0.108364314,-0.19609809,-0.005412069,-0.046635687,-0.2654627,-0.008228902,-0.07590461,-0.34166628,-0.056279063,-0.06736553,-0.2089388,-0.028915437,-0.05063796,-0.18930727,0.0035635747,0.017290354,-0.25906986,-0.026169112,-0.007577896,-0.28610304,-0.056656983,-0.009311676,-0.1917764,-0.040455204,0.003266573,-0.17071924,-0.019008078,a
-0.0750494,0.0023633242,-0.02899946,-0.16823584,-0.11990896,-0.031118404,-0.21230501,-0.23577923,-0.034047294,-0.22625405,-0.3183044,-0.027879722,-0.15941277,-0.24105471,0.008033254,-0.18899551,-0.3296846,-0.03728762,-0.17255014,-0.23954052,-0.04992255,-0.15493456,-0.19570383,-0.049162682,-0.103973866,-0.26102793,0.0054634083,-0.13661146,-0.33036825,-0.03560822,-0.12083551,-0.2025834,-0.029178282,-0.10568142,-0.19186246,-0.010559239,-0.04331118,-0.26360756,-0.008421554,-0.073230505,-0.33819446,-0.057124335,-0.06491482,-0.2091524,-0.03326824,-0.04904002,-0.18456095,-0.0029078338,0.020022511,-0.25696996,-0.025455395,-0.0047974586,-0.28443772,-0.057191834,-0.0066612363,-0.19118032,-0.04284294,0.0050650835,-0.16576156,-0.022613788,a
-0.075704396,-0.0035645962,-0.028429518,-0.16379851,-0.12015048,-0.03445227,-0.20523381,-0.22564316,-0.042191125,-0.22508946,-0.30237028,-0.041442223,-0.15379298,-0.24865201,0.0042002276,-0.1890845,-0.33894044,-0.04490496,-0.18394926,-0.2645954,-0.061532687,-0.16833904,-0.21858168,-0.06268506,-0.099509954,-0.26721752,-0.00076484407,-0.13247803,-0.3353574,-0.04435322,-0.11902061,-0.20756552,-0.03837282,-0.10499549,-0.19823736,-0.019391762,-0.039292634,-0.26948142,-0.016978307,-0.07040286,-0.34121275,-0.06432196,-0.06390762,-0.2165896,-0.037323046,-0.048270166,-0.19710448,-0.005359522,0.024279416,-0.26114735,-0.036952008,-0.00168401,-0.2877819,-0.065922506,-0.0049015284,-0.19929421,-0.04750081,0.0075544715,-0.1805506,-0.024599515,a
-0.075704396,-0.0035645962,-0.028429518,-0.16379851,-0.12015048,-0.03445227,-0.20523381,-0.22564316,-0.042191125,-0.22508946,-0.30237028,-0.041442223,-0.15379298,-0.24865201,0.0042002276,-0.1890845,-0.33894044,-0.04490496,-0.18394926,-0.2645954,-0.061532687,-0.16833904,-0.21858168,-0.06268506,-0.099509954,-0.26721752,-0.00076484407,-0.13247803,-0.3353574,-0.04435322,-0.11902061,-0.20756552,-0.03837282,-0.10499549,-0.19823736,-0.019391762,-0.039292634,-0.26948142,-0.016978307,-0.07040286,-0.34121275,-0.06432196,-0.06390762,-0.2165896,-0.037323046,-0.048270166,-0.19710448,-0.005359522,0.024279416,-0.26114735,-0.036952008,-0.00168401,-0.2877819,-0.065922506,-0.0049015284,-0.19929421,-0.04750081,0.0075544715,-0.1805506,-0.024599515,a
-0.07865131,-0.004263699,-0.028896302,-0.16845924,-0.12463939,-0.034279194,-0.21264052,-0.2404108,-0.041276284,-0.23235828,-0.32390487,-0.039148044,-0.15771085,-0.24423093,0.006353602,-0.18656138,-0.33999482,-0.041267682,-0.17686087,-0.25456977,-0.054959722,-0.16185296,-0.20830223,-0.054420445,-0.10271561,-0.26530078,0.0020858836,-0.13201922,-0.33926913,-0.03841239,-0.12086892,-0.21283326,-0.030730031,-0.107783735,-0.20822448,-0.011628686,-0.042091608,-0.26842815,-0.013714247,-0.07148236,-0.34692672,-0.059212595,-0.067007065,-0.2236934,-0.032462943,-0.052243292,-0.20721978,-0.0015511516,0.020266056,-0.26082593,-0.033192985,-0.00623405,-0.2870862,-0.060829084,-0.010281503,-0.19970313,-0.043361474,0.0033999085,-0.18218446,-0.021845901,a
-0.07885188,-0.0043497086,-0.028640717,-0.16696906,-0.11953777,-0.033806175,-0.2100169,-0.2256032,-0.04046435,-0.2289572,-0.3029264,-0.03858002,-0.1618039,-0.24238005,0.004493452,-0.19412643,-0.33892244,-0.04278468,-0.18875563,-0.25656715,-0.059584983,-0.17392805,-0.20465985,-0.06136347,-0.10686278,-0.263692,-4.3417294e-05,-0.13647068,-0.34101996,-0.04185733,-0.12526363,-0.21675402,-0.038604323,-0.10957396,-0.20170441,-0.022160655,-0.04620886,-0.26678354,-0.015375806,-0.07168585,-0.34885615,-0.060127083,-0.06861162,-0.22938639,-0.03706917,-0.05411935,-0.20581171,-0.008453051,0.017206788,-0.2572446,-0.034287263,-0.005801022,-0.29256105,-0.06064952,-0.010591626,-0.20789906,-0.043527883,0.0011370182,-0.18659458,-0.022311999,a
-0.08232385,-0.0052109957,-0.032293826,-0.1750252,-0.12502342,-0.037053917,-0.2225649,-0.24166408,-0.042877298,-0.23644504,-0.32965845,-0.038933896,-0.16585183,-0.24269748,0.012249089,-0.19259822,-0.3364698,-0.03279687,-0.18013987,-0.25056273,-0.046156283,-0.16547242,-0.20630008,-0.046222795,-0.11127257,-0.26571804,0.010096967,-0.1392011,-0.34046644,-0.030408492,-0.12553981,-0.21510711,-0.024712246,-0.11200619,-0.20693788,-0.0067642196,-0.051169157,-0.26980045,-0.0042700684,-0.07626861,-0.3520188,-0.05085744,-0.0718171,-0.23087117,-0.02775804,-0.058237195,-0.21245739,0.0012472173,0.012471259,-0.26253533,-0.022408942,-0.010599136,-0.2942137,-0.05094853,-0.014344752,-0.20805576,-0.03596735,-0.0021891594,-0.18871629,-0.016108116,a
-0.087320626,-0.0035782754,-0.034272928,-0.18255562,-0.11978203,-0.03749972,-0.2349388,-0.23523936,-0.041085567,-0.24737385,-0.32200477,-0.03363877,-0.17970228,-0.2343905,0.015661925,-0.2041004,-0.32432276,-0.026209038,-0.17960486,-0.22891507,-0.03669611,-0.16656154,-0.19827,-0.036363676,-0.124433875,-0.25962698,0.014565761,-0.15017587,-0.3362574,-0.026509756,-0.12954742,-0.20678803,-0.020906992,-0.12117398,-0.20634481,-0.0027447448,-0.06295133,-0.26543474,0.0009581923,-0.08380169,-0.35112625,-0.046932828,-0.074395835,-0.23017478,-0.025056478,-0.063656986,-0.22018707,0.0034682797,0.0013762712,-0.2597068,-0.01645861,-0.01516819,-0.295363,-0.044958264,-0.014844954,-0.20934,-0.030774117,-0.003537476,-0.19331023,-0.011586939,a
-0.08425826,-0.003440559,-0.03592611,-0.1813204,-0.12354383,-0.03856724,-0.236069,-0.2385507,-0.040684093,-0.25228804,-0.3252918,-0.032373395,-0.1766656,-0.23188666,0.012219697,-0.1994712,-0.32467562,-0.029425865,-0.17340288,-0.23194015,-0.040920738,-0.16189346,-0.19576874,-0.0412453,-0.120195925,-0.25641927,0.011689812,-0.14448437,-0.33619553,-0.029390838,-0.121996164,-0.21118179,-0.025543133,-0.11542678,-0.20294058,-0.009013078,-0.0586437,-0.26061952,-0.001138404,-0.077352405,-0.35078782,-0.050271504,-0.06559187,-0.23588029,-0.030979346,-0.058170915,-0.22021216,-0.004265365,0.00540632,-0.25216287,-0.017540881,-0.006937444,-0.29569715,-0.049167868,-0.0032322407,-0.20924976,-0.036364563,0.0055304766,-0.1852875,-0.017974459,a
-0.08497614,-0.0035881698,-0.03620547,-0.17719859,-0.12826368,-0.039249666,-0.22906518,-0.24681613,-0.041733056,-0.24856502,-0.33261284,-0.03372643,-0.17183453,-0.23539051,0.009525323,-0.19155431,-0.33134532,-0.03202985,-0.16577247,-0.23632166,-0.041862078,-0.1537162,-0.19686282,-0.04050556,-0.11448932,-0.25975537,0.009309368,-0.13362932,-0.3398497,-0.030390827,-0.11170006,-0.21038115,-0.023506496,-0.1068576,-0.20294017,-0.0049699387,-0.052403152,-0.2632231,-0.003185699,-0.065467,-0.35139644,-0.05021461,-0.054537296,-0.23277575,-0.027140308,-0.04956132,-0.21892637,0.0016150366,0.01036799,-0.25390965,-0.019492835,0.0022010207,-0.2986555,-0.0482036,0.0045137405,-0.21265045,-0.032574132,0.011560023,-0.19182855,-0.012660251,a
-0.08497614,-0.0035881698,-0.03620547,-0.17719859,-0.12826368,-0.039249666,-0.22906518,-0.24681613,-0.041733056,-0.24856502,-0.33261284,-0.03372643,-0.17183453,-0.23539051,0.009525323,-0.19155431,-0.33134532,-0.03202985,-0.16577247,-0.23632166,-0.041862078,-0.1537162,-0.19686282,-0.04050556,-0.11448932,-0.25975537,0.009309368,-0.13362932,-0.3398497,-0.030390827,-0.11170006,-0.21038115,-0.023506496,-0.1068576,-0.20294017,-0.0049699387,-0.052403152,-0.2632231,-0.003185699,-0.065467,-0.35139644,-0.05021461,-0.054537296,-0.23277575,-0.027140308,-0.04956132,-0.21892637,0.0016150366,0.01036799,-0.25390965,-0.019492835,0.0022010207,-0.2986555,-0.0482036,0.0045137405,-0.21265045,-0.032574132,0.011560023,-0.19182855,-0.012660251,a
-0.077804685,0.017652482,-0.04373191,-0.1784845,-0.10325265,-0.04956594,-0.23442724,-0.22874758,-0.053219344,-0.2519727,-0.3187076,-0.04541522,-0.17384732,-0.21225706,0.0011393842,-0.19569063,-0.3112938,-0.042519003,-0.1635193,-0.21599692,-0.05132298,-0.14972863,-0.17633814,-0.048596736,-0.11761719,-0.23918876,0.0053035812,-0.13596821,-0.32257143,-0.035333104,-0.10907221,-0.19760025,-0.02599046,-0.106824815,-0.19070566,-0.0057774168,-0.057359517,-0.24608427,-0.0034488668,-0.07107514,-0.33697474,-0.051767413,-0.05354035,-0.2225285,-0.025934279,-0.05028349,-0.20841447,0.004835908,0.0049280524,-0.2429505,-0.016729504,-0.0015426874,-0.29514357,-0.048058584,0.005587578,-0.21170902,-0.033020694,0.0106089115,-0.1873574,-0.013133008,a
-0.078926384,0.010121465,-0.04263021,-0.1793476,-0.10607368,-0.048543576,-0.23805887,-0.22688052,-0.052954886,-0.258408,-0.31518292,-0.045702834,-0.18045509,-0.21205074,0.0075788004,-0.19964188,-0.30799216,-0.03492646,-0.1640906,-0.21711302,-0.0436157,-0.15192792,-0.18046215,-0.04091229,-0.12551308,-0.24061769,0.010976489,-0.14046225,-0.32235458,-0.027204454,-0.11043769,-0.19917798,-0.017304763,-0.113784075,-0.19457364,0.0029526532,-0.06547207,-0.2496202,0.0010636612,-0.076324224,-0.33863658,-0.045449484,-0.055422187,-0.22571167,-0.01968112,-0.056257248,-0.21284434,0.010596337,-0.00365901,-0.24718872,-0.013470386,-0.0069013834,-0.29921693,-0.043364484,0.0016711354,-0.21649277,-0.028016757,0.0035826564,-0.19304934,-0.008180464,a
-0.07732701,0.0076482,-0.038865283,-0.17884895,-0.10417768,-0.043511264,-0.23842606,-0.21740052,-0.04773466,-0.26009753,-0.30060464,-0.03991385,-0.18078852,-0.21271217,0.013855815,-0.20124912,-0.30516228,-0.025498431,-0.16393074,-0.21408209,-0.0332749,-0.15191182,-0.18100291,-0.030736167,-0.12851334,-0.24184206,0.015864046,-0.14400631,-0.32109848,-0.02000403,-0.11243963,-0.19925934,-0.010517956,-0.11602247,-0.197074,0.009306846,-0.07061547,-0.25189245,0.004917887,-0.07984823,-0.34087908,-0.0390591,-0.05726701,-0.23090813,-0.0145214945,-0.05736178,-0.21947259,0.014710771,-0.010076404,-0.24998027,-0.010437721,-0.01006335,-0.3043207,-0.03799673,-0.0024302602,-0.22351906,-0.022969639,-0.0027403235,-0.19922492,-0.0035966071,a
-0.07265818,0.012645185,-0.03929176,-0.17489696,-0.099013686,-0.04462098,-0.23496276,-0.20989308,-0.049276046,-0.2585093,-0.2929239,-0.04192547,-0.18064186,-0.21080038,0.0107696345,-0.20142567,-0.30276012,-0.029736174,-0.16552082,-0.21363789,-0.038685642,-0.1513479,-0.17706558,-0.036221154,-0.12894344,-0.24085343,0.0133614,-0.1418662,-0.31731492,-0.023997853,-0.11084467,-0.19583324,-0.015516023,-0.11336321,-0.18828759,0.0042036213,-0.071157694,-0.25337082,0.0033493028,-0.08053601,-0.34174764,-0.040252686,-0.057884395,-0.23308149,-0.015211867,-0.057442367,-0.21703658,0.014597962,-0.011058807,-0.2539702,-0.011142106,-0.012471378,-0.31255102,-0.038351238,-0.0043985844,-0.23272231,-0.022449125,-0.0040724874,-0.20565116,-0.0020062758,a
-0.06856161,0.013785839,-0.04053192,-0.16541186,-0.10031664,-0.04678596,-0.22416753,-0.2101587,-0.05191035,-0.25166517,-0.29081377,-0.04542146,-0.16949236,-0.21106717,0.006463504,-0.19380209,-0.30117512,-0.035711486,-0.15794992,-0.21271113,-0.045976754,-0.14043611,-0.16939571,-0.043710712,-0.118750095,-0.24289119,0.009894355,-0.13423318,-0.31903532,-0.027903454,-0.10131657,-0.19899651,-0.019952796,-0.101141036,-0.1863507,-0.0008783164,-0.06253469,-0.25490025,0.0008312756,-0.07224989,-0.34556466,-0.043781847,-0.050150096,-0.2386055,-0.019182049,-0.049708903,-0.2160877,0.010446468,-0.004820347,-0.25376138,-0.012643617,-0.006015599,-0.3161359,-0.041565083,0.001573205,-0.23885679,-0.026391573,-0.00051909685,-0.20762497,-0.0061879265,a
-0.06856161,0.013785839,-0.04053192,-0.16541186,-0.10031664,-0.04678596,-0.22416753,-0.2101587,-0.05191035,-0.25166517,-0.29081377,-0.04542146,-0.16949236,-0.21106717,0.006463504,-0.19380209,-0.30117512,-0.035711486,-0.15794992,-0.21271113,-0.045976754,-0.14043611,-0.16939571,-0.043710712,-0.118750095,-0.24289119,0.009894355,-0.13423318,-0.31903532,-0.027903454,-0.10131657,-0.19899651,-0.019952796,-0.101141036,-0.1863507,-0.0008783164,-0.06253469,-0.25490025,0.0008312756,-0.07224989,-0.34556466,-0.043781847,-0.050150096,-0.2386055,-0.019182049,-0.049708903,-0.2160877,0.010446468,-0.004820347,-0.25376138,-0.012643617,-0.006015599,-0.3161359,-0.041565083,0.001573205,-0.23885679,-0.026391573,-0.00051909685,-0.20762497,-0.0061879265,a
-0.071331024,0.015886486,-0.041217722,-0.16995597,-0.09639236,-0.047431458,-0.22963437,-0.2076427,-0.052538928,-0.2574799,-0.28944618,-0.04599256,-0.17402819,-0.20732337,0.0071481173,-0.19874233,-0.29812425,-0.035219792,-0.16048437,-0.21237713,-0.045086976,-0.14413428,-0.17041343,-0.042430714,-0.123266816,-0.23991922,0.01073161,-0.13821387,-0.31589955,-0.0275057,-0.102606356,-0.1979382,-0.020023158,-0.10504925,-0.18560657,-0.0012193958,-0.06731647,-0.25353366,0.001640683,-0.07746458,-0.34249812,-0.043783225,-0.05199486,-0.23561054,-0.019547217,-0.053835392,-0.21315399,0.009959504,-0.010210335,-0.25403476,-0.011884681,-0.011051416,-0.31406495,-0.041555747,-0.00075125694,-0.2361081,-0.026714386,-0.0040847063,-0.20526925,-0.0066733356,a
-0.07270926,0.018784523,-0.039883997,-0.17066535,-0.09345621,-0.04501515,-0.22821817,-0.20170641,-0.04886343,-0.2516954,-0.28333506,-0.0411531,-0.16792625,-0.20103088,0.00637784,-0.19335255,-0.2921474,-0.035380416,-0.15743276,-0.20246819,-0.046038102,-0.13925612,-0.15603602,-0.043982554,-0.117207706,-0.23439515,0.010663776,-0.13445777,-0.3084122,-0.027602067,-0.1008544,-0.19012445,-0.021599395,-0.09874159,-0.171379,-0.0038266117,-0.062185943,-0.2479757,0.0028037936,-0.074129224,-0.33711407,-0.04062335,-0.050649703,-0.23127323,-0.017575175,-0.049266875,-0.20531666,0.010913201,-0.0057855844,-0.24883358,-0.00934205,-0.0069288015,-0.31005853,-0.03750442,0.0018438697,-0.23476666,-0.02378325,-0.0004569292,-0.20340416,-0.004714809,a
